Quality	#1 ID	#2 ID	#1 String	#2 String
0	17799	7794	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	Sean Harrigan, chủ tịch của Hệ thống hưu trí nhân viên công cộng California, cũng đề nghị giảm bớt hội đồng 27 thành viên của NYSE và phân bổ nhiều ghế hơn cho các nhà đầu tư bên ngoài ngành chứng khoán.
0	8215	15716	And you have to imagine doing that squeezing without any imperfections, without any little spots where there were a few more atoms than somewhere else.	Vào thời điểm ấy, tôi trải qua giai đoạn tôi gọi là "khủng hoảng trước tuổi trung niên", Châu Phi thực sự hỗn độn.
1	1437	2665	Because since pre-partition, they've been building demand for their ideology on the ground.	Bởi vì từ trước khi chia cắt, họ đã gây dựng nhu cầu tư tưởng hệ của họ trong dân chúng.
1	7508	6702	It was later developed into ACE inhibitors.	Sau này được chế thành  chất kìm hãm ACE.
1	12009	19368	People who have this disorder absorb excessive amounts of iron which can lead to organ damage.	Haemochromatosis là một rối loạn trong đó mọi người hấp thụ quá nhiều chất sắt có thể dẫn đến tổn thương nội tạng.
0	13323	12992	In the U.S. only one percent of the people are actually farmers.	(Tiếng súng) Người đàn ông: Đấy là đạn thật.
0	11360	1766	So what I want to share with you now are some of the experiments that myself and my colleagues have used to investigate how dung beetles deal with these problems.	Chúng có tầm nhìn xa, do đó chúng dùng nhiều tư thế để giao tiếp.
1	13285	2911	She too mines the rich source material of amar chitra kathas, but in a very different way than Chitra Ganesh.	Cô ấy cũng khai thác nguồn nguyên liều dạt dào từ amar chitra kathas, nhưng bằng 1 cách rất khác với Chitra Ganesh.
1	8050	11137	They did not nationalize them," Manouchehr Takin, an analyst at the Center for Global Energy Studies in London, said.	Họ đã không quốc hữu hóa chúng, "Manouchehr Takin thuộc Trung tâm nghiên cứu năng lượng toàn cầu cho biết.
0	14413	19631	We made it all freely available on the Web, just to -- it was obviously our chance of helping out with the cause.	Tuy nhiên, cùng đứa trẻ đó lớn lên nghèo khổ và không yêu cầu giúp đỡ, thì khả năng lớn là sẽ không ai giúp đỡ chúng.
1	2398	17014	Property rights: It's not the democracy, folks; it's having the rule of law based on private property rights.	Quyền về tài sản: Nó không phải chế độ dân chủ, truyền thống; mà có quy định của luật dựa trên quyền về tài sản riêng.
1	131	8549	Haiti was a game changer.	Haiti đã thay đổi hoàn toàn những gì mọi người đã nghĩ.
0	596	8827	Lt. Scotty Smither, a county firefighter, was struck by lightning.	Một lính cứu hỏa của quận, đã bị sét đánh và đang trong tình trạng ổn định tại Trung tâm y tế khu vực Frankfort.
1	14403	11879	And I wanted, through color and large format cameras and very large prints, to make a body of work that somehow became symbols of our use of the landscape, how we use the land.	Và tôi muốn, qua màu sắc, camera cực đại những bản in khổ rộng, thực hiện một tác phẩm biểu tượng cho cách chúng ta đang sử dụng đất đai.
1	17061	16795	And indeed, most people associate space with silence.	Và trong thực tế, hầu hết mọi người gắn vũ trụ với sự yên lặng.
1	19407	15616	There were countries that did not recognize pharmaceutical product patents, such as India, and Indian pharmaceutical companies started to produce so-called generic versions, low-cost copies of antiretroviral medicines, and make them available in the developing world, and within a year the price had come down from 10,000 dollars per patient per year to 350 dollars per patient per year, and today that same triple pill cocktail is available for 60 dollars per patient per year, and of course that started to have an enormous effect on the number of people who could afford access to those medicines.	Đã có các quốc gia không công nhận bằng sáng chế dược phẩm, chẳng hạn như ở Ấn Độ, và các công ty dược phẩm Ấn Độ bắt đầu sản xuất cái gọi là thuốc generic (thuốc tương đương trị liệu với thuốc phát minh có bản quyền) một bản sao giá rẻ của các loại thuốc kháng vi rút, và đưa chúng vào thị trường ở các nước đang phát triển, và trong vòng một năm giá đã giảm xuống từ 10.000 đô la cho một bệnh nhân mỗi năm đến chỉ còn 350 đô la cho một bệnh nhân mỗi năm, và ngày nay cùng một hợp chất của ba loại thuốc cũng được cung cấp với giá 60 đô la cho một bệnh nhân mỗi năm, và tất nhiên điều đó đã bắt đầu có ảnh hưởng rất lớn về số lượng những người có đủ khả năng tiếp cận các loại thuốc nêu trên.
0	8202	18752	But we want to use our brain!	Điều mà Studio H có thể mang lại cho cô bé là một cách để cải thiện kỹ năng để cô bé có thể đóng góp lại bằng một cách thiết thực nhất.
1	1511	1600	Abbas told the summit he would end the "armed intefadeh," renounced "terrorism against the Israelis wherever they might be" and alluded to the disarming of militants.	Tại hội nghị thượng đỉnh hôm thứ Tư, Abbas đã cam kết chấm dứt "cuộc xâm nhập vũ trang", từ bỏ "chủ nghĩa khủng bố chống lại người Israel bất cứ nơi nào họ có thể" và ám chỉ việc giải trừ quân phiệt.
1	7997	4763	Go regional and go to urban food systems.	Tiến đến phân hóa vùng và hệ thống lương thực thành thị.
1	12363	14902	But U.S. District Judge Joseph DiClerico denied their request in a brief ruling.	Trong một phán quyết ngắn gọn, Thẩm phán quận Hoa Kỳ Joseph A. DiClerico Jr. đã phủ nhận sự rời đi của họ cho một lệnh cấm.
0	10496	3377	The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson.	Broomhead, 34 tuổi, được chỉ định vào Phi đội 2, Trung đoàn Kỵ binh 3.
1	18577	14024	"We can't change the past, but we can do a lot about the future," Sheehan said at a news conference Wednesday afternoon.	Chúng ta không thể thay đổi quá khứ, nhưng chúng ta có thể làm rất nhiều về tương lai, Sheehan nói vài giờ sau khi đến Phoenix.
0	16430	12921	There's one with a fragrance dispenser.	Tất cả phương tiện giải trí đều  mang trong nó chút mạo hiểm, một điều không may gì đó  có thể xảy ra, nhưng ta vẫn cứ thích  nếu được bảo vệ.
1	4408	5472	Shares of Bristol-Myers rose to $28 in electronic trading from the $26.90 close on the New York Stock Exchange.	Cổ phiếu của Bristol đã tăng 1,30 đô la, tương đương 5%, lên 28,20 đô la, sau khi ở mức 26,90 đô la trên thị trường chứng khoán New York.
0	17267	15387	And this kind of gets to this important idea today.	Nó là một phần trong hệ thống hướng dẫn thị giác
0	16611	12814	So this is the Samboja Lestari area.	2 phần 3 năng lượng để làm  lực đẩy cho xe được tạo ra bởi trọng lượng của nó.
0	468	1252	I didn't know how to use the cutlery.	Nên tôi ra ngoài làm bản tin và trong cùng một ngày tôi đã gặp Narcisa Kavazovic tại thời điểm đó, cô ấy đang mở một xí nghiệp mới trên các tuyến đường ở Srajevo, trước khi cuộc chiến tranh xảy ra.
1	12806	5746	Doctors have advised that the boy get chemotherapy, but Daren and Barbara Jensen have refused, fearing the treatment would stunt Parker's growth and leave him sterile.	Daren và Barbara Jensen từ chối thực hiện khuyến nghị hóa trị của bác sĩ, vì sợ việc điều trị sẽ kìm hãm sự phát triển của Parker và khiến cậu bé bị vô sinh.
0	14649	7632	And perhaps this is the most important thing that rewilding offers us, the most important thing that's missing from our lives: hope.	Và điều ông nói với đội mới gia nhập-- ông dẫn UCLA tới con số chưa từng có của những trận thắng và chung kết tại NCAA -- và điều ông từng nói với từng đội mới là ông không bao giờ nói về chiến thắng.
1	2968	10293	Their metabolism will fall as though you were dimming a switch on a lamp at home.	Chuyển hóa của họ sẽ giảm như thể bạn đang giảm nhỏ một bóng đèn trong nhà.
0	6022	1698	So our first challenge was to find these things, and that was a challenge, indeed.	Và tôi đang cố gắng học làm những thứ bằng thủ công.
1	14165	186	The game of public policy today is rigged in many ways.	Ván bài chính sách công ngày nay đã bị gian lận rất nhiều.
1	6443	18381	That is the rocket designer's dream.	Đó là giấc mơ của những người thiết kế tên lửa
0	19638	7240	And I had no idea that I was one of those obnoxious people you occasionally see weaving in and out of traffic, because it was just that smooth.	Eve Ensler: Tôi nghĩ Carl Jung từng nói để tồn tại trong thế kỉ 21, chúng ta phải sống cùng 2 suy nghĩ  ngược nhau cùng tồn tại một lúc,
0	7815	17845	Some rocks and some finches.	Vì vậy nó bắt đầu trở thành một sự pha trộn thú vị.
1	9521	15571	It's about helping people to build lives of dignity, stability, economic autonomy, citizenship.	Tiến trình ấy có nghĩa là giúp người ta xây dựng cuộc sống với lòng tự trọng, sự ổn định, sự tự chủ về kinh tế, và quyền công dân.
1	5010	3243	(Laughter) Not that you do; I'm just saying.	(Cười) Tôi chỉ nói vậy thôi, đừng làm thế nhé.
1	9061	19782	He sees that the dog has this big wound on its leg.	Ông nhìn thấy con chó đó có một vết thương lớn ở chân.
0	11377	3440	Now, like many of you, I have moved maybe 20, 25 times in my life.	Nó xảy ra mọi nơi.
0	2686	11153	And temporarily, very unexpectedly, they dropped.	Và rồi đó là cách mà mọi thứ diễn ra.
1	14612	18690	Although Prempro pills were used in the study, the researchers said they had no evidence that other brands were safer.	Mặc dù thuốc Prempro đã được sử dụng trong nghiên cứu, các nhà nghiên cứu nói rằng họ không có bằng chứng nào cho thấy các nhãn hiệu khác an toàn hơn.
1	11175	10145	Because in Judaism, the number 18, in Hebrew letters, stands for life -- the word "life."	Bởi vì trong Do Thái giáo chữ số 18 trong những ký tự Hebrew, tượng trưng cho cuộc sống, là từ sống.
0	87	13421	Borders between the Bosniak territory and the Bosnian-Serb territory have calmed down.	(Tiếng cười) (Vỗ tay) Giờ đây, có thể bạn thấy toán học bản quyền thật là kì quái, nhưng bởi vì đó là một lĩnh vực tốt nhất là chỉ để các chuyên gia xử lí thôi.
1	9800	12210	Now this does matter.	Đây là điều quan trọng.
1	9344	18478	So when I decided to create an art piece in Manshiyat Naser, the neighborhood of the Cairo garbage collectors in Egypt, I never thought this project would be the most amazing human experience that I would ever live.	Khi tôi quyết định tạo ra một tác phẩm ở Manshiyat Naser, khu vực lân cận bãi phế thải tập trung tại Cairo ở Ai Cập, Tôi không hề nghĩ rằng dự án này lại là trải nghiệm con người tuyệt vời nhất mà tôi có.
1	8722	14866	Intel updated investors midway through the quarter and said business was proceeding exactly as planned.	Intel cho biết giữa chừng quý của mình, kết thúc vào tháng 6, doanh nghiệp đó chính xác như mong đợi.
1	1022	5682	They were being held Sunday in the Camden County Jail on $100,000 bail.	Họ vẫn ở trong nhà tù quận Camden vào Chủ nhật với số tiền bảo lãnh 100.000 đô la.
0	6735	12016	So I thought this was an interesting clip to divide into 16 pieces and feed into the Mechanical Turk with a drawing tool.	ra ngoài công lý."
1	2349	555	(Laughter) An Italian chemist read this and said, "I'm not really interested in the theological  aspects of the green monkey frog.	(Cười) Một nhà hóa học người Ý  đọc được và nói, "Tôi không thật sự quan tâm đến  khía cạnh thần học về loài ếch khỉ xanh,
0	4478	11043	My feature documentary shows how a free society can be stampeded by those who know how to use media.	Nhưng anh ta không có Wikipedia.
1	15825	13262	The first products are likely to be dongles costing between US$100 and US$150 that will establish connections between consumer electronics devices and PCs.	Các sản phẩm đầu tiên có thể sẽ là những chiếc dongle có giá từ 100 đến 150 đô la sẽ thiết lập kết nối giữa các thiết bị điện tử của tiêu dùng và máy tính.
0	16969	3423	That's both historical as well as real data.	Trước tiên , tôi muốn đưa các bạn trở lại với sự kiện này. Sự sụp đổ chủ nghĩa cộng sản.
1	5945	3737	We have been reminiscing about the latest technologies and the iPods, and for me the abaya, my traditional dress that I'm wearing today.	Chúng tôi hồi tưởng về những công nghệ gần đây nhất và chiếc iPods, và với tôi là chiếc áo Aba, chiếc váy truyền thống mà tôi đang mặc hôm nay.
1	3714	433	Here you see the data.	Đây là số liệu.
0	7512	17013	Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.	Cả hai đều ở phía tây trồng ca cao của nhà sản xuất hàng đầu thế giới trong một khu vực nơi giao tranh rất phức tạp bởi sự hiện diện của người Liberia ở cả hai phía.
0	3355	2173	We're looking at crystal lattices to see the bonding process in this.	hoặc "Cho một chú chuột một chiếc bánh ngọt," tặng cách tân ngữ đôi,
1	17119	9764	If you're on the way to visit your mother in-law, you'd probably prefer to stay on the left.	Nếu bạn đang trên đường đến thăm mẹ vợ, bạn có thể thích thú hơn với việc ở lại làn bên trái.
0	16683	13393	Now, I don't think that's the fault of popular entertainment.	Ông là ông của tôi.
0	13575	11545	A trophic cascade is an ecological process which starts at the top of the food chain and tumbles all the way down to the bottom, and the classic example is what happened in the Yellowstone National Park in the United States when wolves were reintroduced in 1995.	Da của bạn sẽ nhận được nhiều máu hơn khi bạn thay đổi lối sống, nên bạn sẽ già chậm hơn, da của bạn cũng sẽ ít nhăn nheo hơn.
1	17311	14044	As such, consumers want to easily enjoy this content, regardless of the source, across different devices and locations in the home, said the group.	Các công ty cho biết người tiêu dùng của họ muốn có được nội dung của họ, bất kể nguồn gốc, trên các thiết bị và địa điểm khác nhau trong nhà.
0	18123	18250	So a little unknown secret is -- did you see the one with the guy, he's got the Web cam?	Đêm thứ hai, ông ta lấy cái nón đó gấp thêm 1 nếp nữa.
1	7707	18969	Det Chief Insp Norman McKinlay said there was "evidence a body or bodies have been in this area".	Cảnh sát trưởng Norman McKinlay , dẫn đầu cuộc điểu tra cho biết : "có vết tích một thi thể hoặc nhiều thi thể ở trong khi vực này".
1	15797	14982	(Laughter) And that's because having a son who's unemployed in Manchester is really quite embarrassing, but having a son who's unemployed in Thailand is really viewed as quite an accomplishment.	(Tiếng cười) Và đó bởi vì có một thằng con trai thất nghiệp ở Manchester thì thực sự khá xấu hổ, nhưng nếu có một thằng con thất nghiệp ở Thái Lan thì được xem gần như là một thành tựu.
0	17283	1124	We can be astonishingly inventive and creative.	Bây giờ tôi bật lên.
1	11	15471	Transition groups in Chile, transition groups in the U.S., transition groups here, what they're doing looks very different in every place that you go to.	Những "nhóm chuyển tiếp" ở Chile, Mỹ và ở Anh, cái họ đang làm trông rất khác biệt với những gì bạn biết.
0	4683	7454	The tech-heavy Nasdaq Stock Markets composite index added 14.17 points or 0.94 per cent to 1,517.05.	Chỉ số tổng hợp Nasdaq , với đầy đủ các cổ phiếu công nghệ, gần đây đã tăng khoảng 18 điểm.
1	19794	8313	But I really hope that you will all think of ways that you can look long term at things like the food system and make change.	Nhưng tôi thực sự hy vọng tất cả các bạn đều nghĩ tới 1 cách nào đó mà các bạn có thể nhìn xa hơn về những thứ như hệ thống lương thực và tạo ra sự thay đổi.
0	980	6690	But in spite of that, I went through the first 10 or 15 years of my career mostly in denial of being a woman.	Giờ là một đoạn video ngắn  được thực hiện bởi Matt Diffee, đại loại họ tưởng tượng xem nó sẽ thế nào nếu  chúng ta thực sự phóng đại mọi chuyện.
0	6538	5845	And the way we react to them has changed radically over the centuries, as have our preferences for them.	Tôi luôn là người chụp ảnh.
1	17428	2974	Why else do Greeks demand the return of the Elgin Marbles?	Tại sao người Hy Lạp lại yêu cầu sự trở lại của Elgin Marbles? (Bộ sưu tập những bức tượng cẩm thạch cổ điển Hy Lạp)
1	9422	14774	Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident.	Huyền thoại nhạc rock hoang dã Ozzy Osbourne có thể được chăm sóc đặc biệt trong "vài ngày" vì bị tai nạn xe đạp, bác sĩ của anh cho biết vào tối nay.
1	10960	1003	We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	Comstock cho biết một số tòa án liên bang đã ra phán quyết rằng các vụ giam giữ hoàn toàn nằm trong luật pháp.
1	10582	13056	They were just making sure they dotted all the I's and crossed all the T's," said Schooff.	Họ chỉ đảm bảo rằng họ đã chấm phá tất cả các chữ I và vượt qua tất cả các chữ T, "Blair Schagger, giám đốc điều hành âm nhạc của AOL Châu Âu nói.
0	7380	1165	Smaller objects have smaller Schwarzschild radii.	Bây giờ tôi có vẻ nói nhiều về điều này trong vài tháng qua và mọi người thỉnh thoảng nói với tôi, "Tim à, điều đó là hiển nhiên.
1	15681	14309	I was also fortunate enough to be cherished and encouraged by some strong male role models as well, including my father, my brother, uncles and grandfathers.	Tôi cũng may mắn được yêu thương và động viên bởi những hình tượng người đàn ông mẫu mực trong đó có bố tôi, anh tôi, các bác và cả ông tôi nữa.
0	2044	19698	Trees are rooted in the ground in one place for many human generations, but if we shift our perspective from the trunk to the twigs, trees become very dynamic entities, moving and growing.	Nhưng điều đáng nhấn mạnh hiện nay là phòng bệnh.
0	19424	14721	Obi-Wan Kenobi and Glinda.	Nhưng tôi cũng để ý rằng đôi khi những sáng tác mà tôi đã viết, hay đang viết tại thời điểm đó, nghe chẳng hay ho đến vậy ở một vài hội trường nhất định.
0	10875	19056	And we don't value food. We don't trust it.	Bạn sẽ mở mang vốn từ ngữ của mình, gặp gỡ, làm quen với nhiều người lạ, và bạn sẽ có một cuộc sống lành mạnh hơn.
1	14190	10983	Clark said the program would cost about $100 million a year and would be part of the Department of Homeland Security.	Clark, một trong chín người của đảng Dân chủ đang tìm kiếm đề cử, cho biết chương trình này sẽ tiêu tốn khoảng 100 triệu đô la mỗi năm và sẽ nằm trong Bộ An ninh Nội địa.
1	13437	13837	Now 110 countries are accessing it. Okay?	Bây giờ 110 quốc gia đang truy cập vào nó. Ok?
1	8746	14292	You place it in a music hall, it all of a sudden becomes a musical score.	Bạn đặt nó trong một hội trường âm nhạc, đột nhiên nó sẽ trở thành một bản nhạc.
0	644	3145	The rocket was huge.	Vấn đề ở đây chính là câu chuyện này là lời nói dối trắng trợn.
0	6478	17644	On Hebert's body were his wallet, driver license and cell phone, its batteries drained, Tracy said.	Ông được xác định bởi giấy phép lái xe và điện thoại di động, Cảnh sát trưởng Utah Jim Tracy nói.
0	9597	15060	Analysts expected earnings of 27 cents a share on revenue of $17.7 billion, Thomson First Call says.	Hewlett-Packard đang mang lại lợi nhuận trong quý hai là 659 triệu đô la, tương đương 29 xu một cổ phiếu, trên doanh thu 18 tỷ đô la.
1	17968	15649	I'm shaking a little bit.	Tôi thấy sửng sốt một chút.
0	9034	15838	Mr Howard said he also had faith in the system under which Hicks could be tried.	Ông Howard cũng nói hôm qua rằng Hicks sẽ được đối xử công bằng, nói rằng ông có niềm tin vào hệ thống tư pháp Hoa Kỳ.
0	18728	1135	Extract geometry from the images.	Chúng là các loại thuốc trầm cảm thường được kê đơn cho bán cho những bệnh nhân.
1	8180	5092	He was tortured, brutally tortured to death.	Anh ấy bị tra tấn, bị hành hình cho đến chết.
1	16372	15728	Since last April, scientists have learned how acrylamide is formed.	Các nhà khoa học đang làm việc để xác định chính xác làm thế nào acrylamide được hình thành trong thực phẩm.
1	7140	5455	He's got a purpose. But he comes home [to] Kansas City, Missouri, maybe he goes to college, maybe he's got a job, but he doesn't have that same sense of purpose.	Anh ấy có một mục đính. Nhưng khi anh trở lại nhà tại thành phố Kansas, Missouri, có thế anh sẽ đi học đại học, có thế anh sẽ kiếm một việc làm, nhưng anh ấy không còn ý thức về mục đích trước đây.
0	2547	6465	They can come into your account or a sub account or whatever.	Tuy nhiên, 99% trong số chúng  thành công vì chúng ta không thực hiện những điều cơ bản  để tự bảo vệ mình trên mạng.
1	10008	9675	October gasoline prices settled 1.47 cents lower at 78.70 cents a gallon.	Dầu nóng tháng 10 đã giảm 0,41 cent xuống còn 70,74 cent một gallon.
1	11025	6471	Cordiant has been on the block since it lost the key Allied Domecq account in April.	Cordiant đã trở thành mục tiêu kể từ khi mất một khách hàng quan trọng, Allied Domeq, vào tháng Tư.
1	19821	1962	The seal will ultimately be used to identify DHS badges, vehicles, signs, sea vessels and aircraft.	Con dấu cuối cùng sẽ được sử dụng trên các vật liệu của bộ phận, biển báo, thông tin đăng nhập, huy hiệu, phương tiện, tàu biển và máy bay.
0	5826	2225	After a while of reading this in the news, it just becomes news.	Dẫn truyện: Nguyên tắc 1, Đơn Giản Hóa.
0	15938	16292	Shares of Guidant plummeted in trading both on and off the New York Stock Exchange before a news halt was imposed after midday.	Cổ phiếu của Guidant đã giảm 5,3% xuống 40,92 USD trong phiên giao dịch buổi chiều trên thị trường chứng khoán New York.
1	10230	7262	Play's essential.	chơi đùa là cần thiết.
1	4531	9140	PeopleSoft's board now has 10 business days to evaluate the Oracle offer and make a recommendation to its shareholders.	Tuy nhiên, PeopleSoft phải xem xét đề nghị đấu thầu của Oracle và đưa ra khuyến nghị cho các cổ đông.
1	1630	2456	At least 61 people were killed and dozens injured across Afghanistan yesterday in the worst outbreak of violence for more than a year.	Sáu mươi mốt người đã thiệt mạng và hàng chục người bị thương trong các vụ bạo lực bùng phát trên khắp Afghanistan trong 24 giờ đẫm máu nhất của đất nước trong hơn một năm, các quan chức cho biết hôm thứ Tư.
0	4342	2500	Officials at Microsoft and Lindon, Utah-based SCO couldn't be immediately reached for comment.	Microsoft ở châu Âu không thể đưa ra bình luận ngay lập tức.
1	527	17801	I lived in Ireland, built the first straw-bale houses in Ireland, and some cob buildings and all this kind of thing.	Tôi sống ở Ireland, tôi đã xây những căn nhà rơm đầu tiên ở Ireland, và 1 vài căn bằng đất trộn rơm, đại khái là như vậy.
0	5093	13831	Did you know the World Games happened this year?	Và vào ngày 4 tháng 12, anh ấy đã huy động được 3000 thành viên của Đoàn Thanh niên Cộng sản, từ 14 trường luật hàng đầu, những người có thể tự tổ chức, phát triển những tấm áp phích về điều luật mới, đến từng đồn cảnh sát và bắt đầu cái mà anh ấy gọi là một cuộc cách mạng luật pháp không bạo lực để bảo vệ quyền công dân.
1	3465	7674	Albertson's and Kroger's Ralphs stores locked out their workers in response.	Chuỗi Ralphs của Kroger và Albertsons ngay lập tức khóa nhân viên tạp hóa của họ để thể hiện sự đoàn kết.
0	8680	11877	We wanted to tell them that they are the ones who brought light to us.	Thay vào đó, cái tôi muốn làm là nói về lòng bác ái của tất cả chúng ta: sự dân chủ hoá từ thiện.
0	1884	4427	I remember how we got delayed on Uncle Ibrahim's house when his pigs that are bred on the rooftop were eating the sand bags that hold the lifts.	Một số tiền đáng kể.
1	2963	8296	It appears that the machine was cracked using a ptrace exploit by a local user immediately after the exploit was posted on BugTraq."	Có vẻ như máy đã bị phá khóa bằng cách sử dụng khai thác ptrace bởi người dùng cục bộ ngay sau khi khai thác được đăng.
0	6795	17330	Iran has until the end of the month to satisfy the agency it has no plans for nuclear weapons.	Người Iran cho đến cuối tháng phải trả lời tất cả các câu hỏi của cơ quan về các hoạt động hạt nhân trong quá khứ của họ.
1	17292	7831	And does purpose play into it?	Và còn có mục đích nào nữa không?
1	17417	12656	These little, fat dumplings, 150-pound bundles of blubber are the mainstay of the polar bear.	Những nhóm các con sứa béo, nhỏ bé nặng gần 70kg này là nguồn sống chính của gấu cực.
1	5022	7640	In fact there are people in this room who may not want me to show you this clip we're about to see.	Thực ra có một số người trong căn phòng này có lẽ sẽ không muốn tôi cho bạn thấy đoạn clip chúng ta chuẩn bị xem sau đây.
1	19080	8626	The 60-year-old millionaire hugged his attorneys, saying: "Thank you so much."	Một lúc sau, anh ôm chầm lấy luật sư bào chữa, nhẹ nhàng nói: "Cảm ơn, rất nhiều."
1	13145	2407	It's dependent on guesswork of diagnoses and drug cocktails, and so something either works or you die.	Nó phụ thuộc vào các phỏng đoán chẩn đoán và phối hợp các loại thuốc, và vì vậy nó có thể có tác dụng hoặc bạn sẽ chết.
1	1423	552	Well the same plate shows up a whole bunch of times.	À cùng một chiếc dĩa cứ xuất hiện cả chục lần.
1	126	2779	Really, really successful businesses -- Google is great, great technological success, but it's also based on a very good psychological insight: People believe something that only does one thing is better at that thing than something that does that thing and something else.	Những doanh nghiệp thực sự, thực sự thành công -- Google là một thành công tuyệt vời về công nghệ, tuy nhiên, nó cũng được dựa trên một cái nhìn sâu sắc về mặt tâm lý: Người ta tin rằng thứ chỉ thực hiện một nhiệm vụ thì tốt hơn so với thứ thực hiện điều đó với một cái khác.
0	1820	7760	(Laughter) But it's worth it.	Hãy để tôi quay lại một chút và bằng cách nào nó thay đổi cách chúng ta sử dụng một đoạn phim, bởi thường ta dùng đoạn phim để nhìn các vật thể, và tôi vừa cho bạn thấy cách ta dùng nó để nghe tiếng động của vật.
0	5093	3029	Did you know the World Games happened this year?	và là một con số khá đáng sợ.
1	17577	32	We were both thundering through this incredible Siberian dawn, and part of me felt a bit like a cross between Jason Bourne and Wilfred Thesiger. Part of me felt quite proud of myself, but mostly I was just utterly terrified.	Chúng tôi cùng ầm ĩ đi qua bình minh tuyệt vời của Siberia, và một phần trong tôi cảm giác như sự giao thoa giữa Jason Bourne và Wilfred Thesiger. Một phần tôi thấy khá tự hào về bản thân, nhưng chủ yếu tôi chỉ khiếp đảm hoàn toàn.
0	4738	19191	When I stood there in the grass, it's hot -- not even the sound of insects -- just this waving grass.	toàn bộ quận này là nhà của gần 20 ngàn người, phân bố rải rác.
1	16180	3416	Police say CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the United States.	Ông McKinlay nói rằng CIBA có liên quan đến việc nhập khẩu cây khát, một chất ma túy hợp pháp ở Anh nhưng bị cấm ở Mỹ.
0	9087	10009	And this may be a little bit of a surprise to many of you who know my research and what I've done well.	Hãy hỏi những câu hỏi khó.  Yêu cầu xem bằng chứng.
0	6908	9117	Artists also speak about how some of their most powerful work comes out of the parts of life that are most difficult.	Khi đến trại huấn luyện, tôi nói, "Tôi muốn giết dân Hồi giáo, và Ả rập, càng nhiều càng tốt."
1	13996	18489	And inside, we have this area for reforestation as a gene bank to keep all that material alive, because for the last 12 years not a single seedling of the tropical hardwood trees has grown up because the climatic triggers have disappeared.	Và bên trong, chúng tôi có khu vực này cho việc trồng rừng như là một ngân hàng gen để giữ cho các tài liệu sống, bởi vì trong 12 năm trở lại đây không một giống cây nhiệt đới gỗ cứng nào phát triển được bởi vì các yếu tố khí hậu kích thích đã biến mất.
0	3885	409	I've explored, experienced, and experimented enterprise and capitalism to my heart's content.	Cỗ máy được thiết kế rất lâu trước khi bất kỳ ai biết về máy vi tính.
0	16452	9236	And they're expensive to get to. They're hard to visit.	Và khi ông ấy hoàn thành bài nói với câu nói “ Tổng sản phẩm quốc gia đo lường được mọi thứ chỉ trừ cái mà làm cuộc sống đáng giá.”
1	7692	854	They show films, they give talks, and so on.	Họ trình chiếu những thước phim, bài thuyết trình v.v...
1	5289	4934	Along with our logos, too, which I think really embody our culture when we change things.	Cùng với đó là các logo của chúng tôi, tôi nghĩ các logo đó thực sự thể hiện được nền văn hóa của công ty khi chúng tôi thay đổi mọi thứ.
1	6791	10791	So what happens when a person gets a retinal degenerative disease like macular degeneration? What happens is is that, the front-end cells die, the photoreceptors die, and over time, all the cells and the circuits that are connected to them, they die too.	Thế nên, điều gì xảy ra khi một người mắc một chứng bệnh thoái hóa võng mạc như là thoái hóa điểm vàng? Điều xảy ra là, các tế bào phía trước chết đi, tế bào cảm thụ ánh sáng chết đi, và, qua thời gian, tất cả các tế bào và mạng mạch được nối với chúng cũng chết.
0	19271	8827	Franklin County Judge-Executive Teresa Barton said a firefighter was struck by lightning and was taken to the Frankfort Regional Medical Center.	Một lính cứu hỏa của quận, đã bị sét đánh và đang trong tình trạng ổn định tại Trung tâm y tế khu vực Frankfort.
0	16635	15436	And he watched the ball fly for a second, and then he went, "Dah dadaratatatah.	Vào năm 1975, Mohammed Ali đã có một buổi thuyết trình tài trường đại học Harvard
1	801	11420	But when you think about it, your friends are long-term adventures, and therefore, perhaps the most significant thing you can do to add more years to your life, and life to your years. Thank you very much.	Nhưng khi bạn nghĩ lại, bạn bè là những cuộc phiêu lưu dài, nên đương nhiên, việc ý nghĩa nhất bạn có thể làm là sống thọ hơn, và sống tích cực hơn. Cảm ơn rất nhiều.
0	12548	7146	Because as that happens, I think we can feel free to interact in a way that's more open, more just and more creative, to engage with each other and to help each other.	Đạo Hồi đến một cách bình yên ở phía Nam, đôi chút phức tạp hơn về phía Bắc.
0	19513	15758	And the effects of technology began to be felt also, because printing put music, the scores, the codebooks of music, into the hands of performers everywhere.	Điều này không tốt cho các nền kinh tế và các thành phố.
0	18953	3919	At the same time technology, by taking over the role that notation had always played, shifted the balance within music between instinct and intelligence way over to the instinctive side.	Giống như đa số các bạn, tôi đến đây để giúp phát triển một thời kì phục hưng ở châu Phi.
